 6.68747495e-26 8.56682000e-01 3.30568000e+00 4.02469000e+03 5.26387000e-06 5.78029763e-01 1.04301671e+02
 7.96088623e-06 8.73403397e-01 3.30580569e+00 3.93199688e+03 5.27702076e-06 5.79178216e-01 1.03884492e+02
 1.76913537e-03 8.47372664e-01 3.34124446e+00 4.07592811e+03 5.25108809e-06 5.77531607e-01 1.03369571e+02
 1.41338568e+00 6.47497016e-01 2.26669955e+01 1.03522269e+04 5.04081397e-06 4.14562928e-01 2.95717888e+01
 1.79073505e-03 8.85602387e-01 3.26722925e+00 3.93159902e+03 5.30798130e-06 5.75204455e-01 1.06568386e+02
 1.88302583e-05 8.82224968e-01 3.27314714e+00 3.89236720e+03 5.28377624e-06 5.79201483e-01 1.04912593e+02
 8.28125417e-05 8.61666553e-01 3.30784989e+00 3.98396068e+03 5.26806529e-06 5.79294093e-01 1.03778762e+02
 9.05545649e-04 8.83845318e-01 3.27127942e+00 3.87835460e+03 5.28517031e-06 5.79714749e-01 1.04786694e+02
 9.41326873e-02 3.56584767e-01 9.98076750e+00 7.08288380e+03 4.63097234e-06 6.75366925e-01 2.53051528e+01
 2.43799715e-05 8.42073029e-01 3.34295479e+00 4.08343024e+03 5.25231180e-06 5.78813685e-01 1.02859497e+02
 1.48934550e-03 8.20351553e-01 3.31228992e+00 4.18454391e+03 5.23259982e-06 5.79298191e-01 1.03638183e+02
 9.74953478e-04 9.08183487e-01 3.20045600e+00 3.76327951e+03 5.30334863e-06 5.80572153e-01 1.06789417e+02
 1.00294628e-01 3.26117084e-01 7.55001577e+00 1.26934746e+04 4.55403579e-06 5.27532481e-01 5.48284805e+01
 9.47466585e-06 8.47017839e-01 3.32988202e+00 4.05738115e+03 5.25621844e-06 5.78971329e-01 1.03207086e+02
 9.03589661e-04 8.82928420e-01 3.27199885e+00 3.90036957e+03 5.28528187e-06 5.78376464e-01 1.05249033e+02
 2.72697768e-06 8.71667619e-01 3.30990723e+00 4.00386493e+03 5.27563630e-06 5.74527834e-01 1.05442212e+02
 8.83995273e-04 8.56682000e-01 3.30568000e+00 4.02469000e+03 5.26387000e-06 5.78029763e-01 1.04301671e+02
 1.76799055e-03 8.56682000e-01 3.30568000e+00 4.02469000e+03 5.26387000e-06 5.78029763e-01 1.04301671e+02
 4.83778243e-05 7.76460557e-01 3.43713133e+00 4.46310310e+03 5.19770341e-06 5.76564741e-01 1.00823134e+02
 8.84069509e-04 8.54902075e-01 3.30860196e+00 4.01505614e+03 5.26233026e-06 5.79324963e-01 1.03744115e+02
 3.05757560e+00 4.35054102e+00 2.81247438e+01 4.23553852e+03 6.47267999e-06 2.50034702e-01 6.55184069e+01
 9.92838666e-04 1.13709153e+00 3.65094229e+00 2.76816089e+03 1.37150923e-07 6.04968641e-01 8.62147920e+01
 5.84021591e-04 8.39997630e-01 3.30554251e+00 4.10273846e+03 5.25236664e-06 5.78162997e-01 1.04257942e+02
 2.75627347e-05 8.90090369e-01 3.27182859e+00 3.86984991e+03 5.28869776e-06 5.78311899e-01 1.05278013e+02
 1.46195667e-03 8.38841755e-01 3.30765500e+00 4.09167896e+03 5.24840771e-06 5.79342573e-01 1.03767508e+02
 9.05640012e-04 8.83936612e-01 3.27113485e+00 3.87925056e+03 5.28523877e-06 5.79617865e-01 1.04826360e+02
